transaction_id,customer_id,product_id,quantity,price,payment_method,channel,store_id,promotion_id,discount_amount,date
8871,352,21,1,2.09,Cash,Online,,0,0,15/01/2024 14:55
223,183,21,1,6.76,Cash,Online,,0,0,17/01/2024 13:57
3006,336,21,1,6.41,Cash,Online,,0,0,17/01/2024 12:55
884,130,21,1,5.24,Cash,Online,,0,0,19/01/2024 14:37
5186,215,21,1,6.92,Cash,Online,,0,0,20/01/2024 11:56
10714,230,21,1,2.54,Cash,Online,,0,0,20/01/2024 13:19
9702,641,21,1,2.38,Cash,Online,,0,0,20/01/2024 10:31
730,122,21,1,5.01,Cash,Online,,0,0,20/01/2024 11:10
677,272,21,1,3.88,Cash,Online,,0,0,22/01/2024 13:09
6688,653,21,1,2.58,Cash,Online,,0,0,22/01/2024 14:01
199,330,21,1,3.5,Cash,Online,,0,0,22/01/2024 14:50
3968,167,21,1,4.71,Cash,Online,,0,0,22/01/2024 16:22
3214,148,21,1,7.56,Cash,Online,,0,0,25/01/2024 12:23
8085,227,21,1,5.21,Cash,Online,,0,0,26/01/2024 11:41
10563,592,21,1,3.43,Cash,Online,,0,0,28/01/2024 10:33
150,200,21,1,2.37,Cash,Online,,0,0,31/01/2024 11:08
10102,622,21,1,3.62,Cash,Online,,0,0,31/01/2024 16:53
2467,559,21,1,6.98,Cash,Online,,0,0,02/02/2024 12:40
4072,345,21,1,2.2,Cash,Online,,0,0,02/02/2024 10:33
9524,675,21,1,4.68,Cash,Online,,0,0,02/02/2024 12:13
6733,402,21,1,5.55,Cash,Online,,0,0,04/02/2024 14:07
7045,384,21,1,4.49,Cash,Online,,0,0,06/02/2024 12:09
10361,279,21,1,4.56,Cash,Online,,0,0,06/02/2024 11:19
2539,113,21,1,5.22,Cash,Online,,0,0,08/02/2024 16:17
4507,130,21,1,2.76,Cash,Online,,0,0,09/02/2024 16:47
5195,324,21,1,4.99,Cash,Online,,0,0,10/02/2024 10:02
3357,403,21,1,5.71,Cash,Online,,0,0,11/02/2024 15:11
10193,207,21,1,2.81,Cash,Online,,0,0,11/02/2024 12:02
8031,364,21,1,3.74,Cash,Online,,0,0,13/02/2024 15:36
9436,554,21,1,6.85,Cash,Online,,0,0,15/02/2024 10:10
6108,181,21,1,3.91,Cash,Online,,0,0,16/02/2024 9:44
3404,561,21,1,4.66,Cash,Online,,0,0,16/02/2024 11:21
3686,181,21,1,8.17,Cash,Online,,0,0,20/02/2024 15:57
7344,618,21,1,8.2,Cash,Online,,0,0,23/02/2024 10:38
1749,128,21,1,2.79,Cash,Online,,0,0,24/02/2024 12:00
10393,715,21,1,4.73,Cash,Online,,0,0,25/02/2024 9:53
2551,717,21,1,3.41,Cash,Online,,0,0,02/03/2024 13:43
5600,717,21,1,7.95,Cash,Online,,0,0,02/03/2024 11:41
13,243,21,1,4.46,Cash,Online,,0,0,02/03/2024 16:56
5437,462,21,1,5.24,Cash,Online,,0,0,05/03/2024 10:29
6032,454,21,1,4.24,Cash,Online,,0,0,07/03/2024 16:35
4471,701,21,1,3.25,Cash,Online,,0,0,07/03/2024 11:56
5003,462,21,1,4.57,Cash,Online,,0,0,10/03/2024 12:52
10838,218,21,1,7.24,Cash,Online,,0,0,10/03/2024 14:06
1362,109,21,1,4.38,Cash,Online,,0,0,10/03/2024 12:11
3889,268,21,1,2.48,Cash,Online,,0,0,12/03/2024 13:47
10273,585,21,1,8.46,Cash,Online,,0,0,12/03/2024 11:45
4345,195,21,1,5.02,Cash,Online,,0,0,13/03/2024 9:15
6838,541,21,1,4.15,Cash,Online,,0,0,14/03/2024 15:34
8645,556,21,1,5.91,Cash,Online,,0,0,14/03/2024 14:12
7079,188,21,1,6.35,Cash,Online,,0,0,15/03/2024 11:12
8138,314,21,1,2.46,Cash,Online,,0,0,16/03/2024 15:08
9455,539,21,1,5.11,Cash,Online,,0,0,18/03/2024 12:52
8654,125,21,1,3.6,Cash,Online,,0,0,19/03/2024 15:17
3985,554,21,1,2.2,Cash,Online,,0,0,20/03/2024 14:28
4892,655,21,1,5.9,Cash,Online,,0,0,25/03/2024 13:17
1283,685,21,1,9.25,Cash,Online,,0,0,25/03/2024 11:39
7277,617,21,1,4.54,Cash,Online,,0,0,25/03/2024 15:48
10565,275,21,1,2.59,Cash,Online,,0,0,26/03/2024 14:50
10562,111,21,1,5.4,Cash,Online,,0,0,27/03/2024 15:45
608,110,21,1,7.27,Cash,Online,,0,0,27/03/2024 16:54
6528,356,21,1,3.05,Cash,Online,,0,0,28/03/2024 9:25
5726,356,21,1,7.49,Cash,Online,,0,0,29/03/2024 15:46
7009,262,21,1,3.28,Cash,Online,,0,0,31/03/2024 10:56
8942,450,21,1,6.17,Cash,Online,,0,0,31/03/2024 16:07
10958,680,21,1,4.74,Cash,Online,,0,0,31/03/2024 9:41
9321,636,21,1,4.33,Cash,Online,,0,0,01/04/2024 12:19
5997,115,21,1,3.78,Cash,Online,,0,0,02/04/2024 16:22
5905,239,21,1,4.94,Cash,Online,,0,0,02/04/2024 9:54
5797,152,21,1,4.04,Cash,Online,,0,0,02/04/2024 13:06
10820,440,21,1,4.02,Cash,Online,,0,0,05/04/2024 13:19
1052,183,21,1,8.06,Cash,Online,,0,0,06/04/2024 15:44
4764,484,21,1,3.19,Cash,Online,,0,0,07/04/2024 16:21
2849,209,21,1,3.52,Cash,Online,,0,0,08/04/2024 16:56
225,702,21,1,2.85,Cash,Online,,0,0,09/04/2024 10:46
10989,513,21,1,5.1,Cash,Online,,0,0,10/04/2024 11:05
2017,473,21,1,5.1,Cash,Online,,0,0,11/04/2024 15:09
1647,333,21,1,7.74,Cash,Online,,0,0,12/04/2024 10:33
9990,398,21,1,3.36,Cash,Online,,0,0,16/04/2024 14:23
3646,320,21,1,2.3,Cash,Online,,0,0,16/04/2024 9:37
7329,218,21,1,7.89,Cash,Online,,0,0,18/04/2024 13:28
5122,242,21,1,4.02,Cash,Online,,0,0,19/04/2024 11:29
5079,356,21,1,3.8,Cash,Online,,0,0,22/04/2024 9:45
6174,616,21,1,6.09,Cash,Online,,0,0,25/04/2024 11:27
4111,205,21,1,3.78,Cash,Online,,0,0,28/04/2024 9:16
9418,544,21,1,3.73,Cash,Online,,0,0,28/04/2024 9:43
9415,459,21,1,3.27,Cash,Online,,0,0,28/04/2024 9:48
1753,609,21,1,3.13,Cash,Online,,0,0,28/04/2024 16:51
1787,434,21,1,3.51,Cash,Online,,0,0,29/04/2024 15:27
8097,221,21,1,4.25,Cash,Online,,0,0,30/04/2024 14:58
8532,180,21,1,4.52,Cash,Online,,0,0,30/04/2024 16:48
10614,373,21,1,2.71,Cash,Online,,0,0,03/05/2024 13:05
1728,451,21,1,2.12,Cash,Online,,0,0,05/05/2024 16:13
8764,400,21,1,4.38,Cash,Online,,0,0,07/05/2024 12:25
6084,578,21,1,3.94,Cash,Online,,0,0,08/05/2024 16:16
5975,547,21,1,3.42,Cash,Online,,0,0,09/05/2024 13:16
4760,410,21,1,6.68,Cash,Online,,0,0,09/05/2024 14:04
8191,308,21,1,2.26,Cash,Online,,0,0,11/05/2024 13:14
5592,686,21,1,2.96,Cash,Online,,0,0,11/05/2024 12:43
3426,305,21,1,3.94,Cash,Online,,0,0,12/05/2024 14:20
2408,279,21,1,4.47,Cash,Online,,0,0,12/05/2024 9:50
10598,369,21,1,7.17,Cash,Online,,0,0,13/05/2024 16:38
10522,143,21,1,5.66,Cash,Online,,0,0,14/05/2024 9:38
9850,455,21,1,6.36,Cash,Online,,0,0,15/05/2024 16:58
10536,191,21,1,6.1,Cash,Online,,0,0,17/05/2024 13:33
1004,617,21,1,5.02,Cash,Online,,0,0,17/05/2024 9:04
5530,280,21,1,4.33,Cash,Online,,0,0,23/05/2024 14:08
10998,594,21,1,4.85,Cash,Online,,0,0,24/05/2024 14:11
218,253,21,1,3.19,Cash,Online,,0,0,24/05/2024 14:15
10507,101,21,1,2.32,Cash,Online,,0,0,25/05/2024 10:30
10626,508,21,1,4.38,Cash,Online,,0,0,26/05/2024 12:26
6164,314,21,1,3.78,Cash,Online,,0,0,28/05/2024 12:26
10376,280,21,1,2.08,Cash,Online,,0,0,30/05/2024 15:02
10083,118,21,1,3.55,Cash,Online,,0,0,01/06/2024 12:46
8917,146,21,1,7.53,Cash,Online,,0,0,03/06/2024 15:12
10540,610,21,1,5.06,Cash,Online,,0,0,09/06/2024 9:42
2590,138,21,1,4.87,Cash,Online,,0,0,09/06/2024 9:44
5491,697,21,1,6.32,Cash,Online,,0,0,13/06/2024 12:47
1091,713,21,1,6.16,Cash,Online,,0,0,13/06/2024 15:22
9077,691,21,1,7.56,Cash,Online,,0,0,13/06/2024 10:15
6691,491,21,1,2.43,Cash,Online,,0,0,14/06/2024 16:29
7029,210,21,1,4.96,Cash,Online,,0,0,15/06/2024 9:53
10493,166,21,1,5.23,Cash,Online,,0,0,16/06/2024 13:03
4738,458,21,1,1.97,Cash,Online,,0,0,16/06/2024 13:00
2481,304,21,1,2.43,Cash,Online,,0,0,17/06/2024 13:00
8717,405,21,1,4.02,Cash,Online,,0,0,18/06/2024 10:43
5641,178,21,1,4.04,Cash,Online,,0,0,18/06/2024 12:55
6492,652,21,1,5.27,Cash,Online,,0,0,20/06/2024 10:22
738,159,21,1,4.26,Cash,Online,,0,0,21/06/2024 11:10
3846,710,21,1,4.59,Cash,Online,,0,0,22/06/2024 12:11
427,509,21,1,4.22,Cash,Online,,0,0,24/06/2024 15:28
3352,202,21,1,3.56,Cash,Online,,0,0,25/06/2024 9:48
4080,359,21,1,4.33,Cash,Online,,0,0,27/06/2024 12:10
8190,702,21,1,8.92,Cash,Online,,0,0,30/06/2024 16:39
1799,102,21,1,4.15,Cash,Online,,0,0,01/07/2024 12:16
8613,683,6,1,2.92,Credit Card,Online,,0,0,30/11/2023 12:20
5661,639,6,1,4.17,Credit Card,Online,,0,0,01/12/2023 10:05
421,157,6,1,4.29,Credit Card,Online,,0,0,05/12/2023 12:19
4029,464,6,1,5.19,Credit Card,Online,,0,0,06/12/2023 14:25
6051,469,6,1,2.67,Credit Card,Online,,0,0,07/12/2023 12:34
6828,631,6,1,1.99,Credit Card,Online,,0,0,09/12/2023 10:37
10777,553,6,1,4,Credit Card,Online,,0,0,11/12/2023 13:34
8865,215,6,1,7.25,Credit Card,Online,,0,0,14/12/2023 13:45
6442,467,6,1,4.07,Credit Card,Online,,0,0,14/12/2023 16:31
5450,168,6,1,5.78,Credit Card,Online,,0,0,15/12/2023 11:01
90,275,6,1,8.63,Credit Card,Online,,0,0,15/12/2023 9:14
5395,637,6,1,3.01,Credit Card,Online,,0,0,16/12/2023 16:17
5363,439,6,1,5.06,Credit Card,Online,,0,0,17/12/2023 12:07
497,114,6,1,4.2,Credit Card,Online,,0,0,17/12/2023 12:10
8073,520,6,1,4.91,Credit Card,Online,,0,0,17/12/2023 11:50
9432,389,6,1,4.32,Credit Card,Online,,0,0,18/12/2023 9:55
1439,566,6,1,2.97,Credit Card,Online,,0,0,18/12/2023 10:49
6005,298,6,1,4.88,Credit Card,Online,,0,0,19/12/2023 16:19
4535,369,6,1,5.63,Credit Card,Online,,0,0,20/12/2023 9:30
7572,455,6,1,4.98,Credit Card,Online,,0,0,22/12/2023 16:22
10740,670,6,1,4.79,Credit Card,Online,,0,0,22/12/2023 10:14
10342,245,6,1,2.93,Credit Card,Online,,0,0,23/12/2023 14:28
6482,618,6,1,6.19,Credit Card,Online,,0,0,24/12/2023 12:17
9399,692,6,1,4.37,Credit Card,Online,,0,0,24/12/2023 13:54
6430,470,6,1,3.13,Credit Card,Online,,0,0,26/12/2023 16:24
5733,700,6,1,8.55,Credit Card,Online,,0,0,27/12/2023 16:32
1605,112,6,1,2.63,Credit Card,Online,,0,0,28/12/2023 15:20
5904,438,6,1,6.28,Credit Card,Online,,0,0,28/12/2023 10:06
3809,275,6,1,7.51,Credit Card,Online,,0,0,01/01/2024 11:20
6389,220,6,1,3.45,Credit Card,Online,,0,0,01/01/2024 13:44
5990,117,6,1,3.33,Credit Card,Online,,0,0,02/01/2024 11:11
7125,293,6,1,3.31,Credit Card,Online,,0,0,03/01/2024 15:36
6277,299,6,1,4.53,Credit Card,Online,,0,0,03/01/2024 14:12
10387,517,6,1,2.08,Credit Card,Online,,0,0,04/01/2024 12:39
3890,142,6,1,3.27,Credit Card,Online,,0,0,04/01/2024 12:06
5715,679,6,1,4.79,Credit Card,Online,,0,0,05/01/2024 9:00
8234,692,6,1,5.39,Credit Card,Online,,0,0,05/01/2024 9:36
680,431,6,1,3.99,Credit Card,Online,,0,0,06/01/2024 14:23
10982,634,6,1,5.13,Credit Card,Online,,0,0,08/01/2024 16:12
10749,602,6,1,4.5,Credit Card,Online,,0,0,09/01/2024 10:58
5360,549,6,1,3.24,Credit Card,Online,,0,0,09/01/2024 12:05
220,423,6,1,5.18,Credit Card,Online,,0,0,10/01/2024 12:15
9543,613,6,1,6.69,Credit Card,Online,,0,0,12/01/2024 14:28
4541,602,6,1,2.45,Credit Card,Online,,0,0,13/01/2024 10:24
9924,473,6,1,5.63,Credit Card,Online,,0,0,13/01/2024 15:37
1522,245,6,1,3.52,Credit Card,Online,,0,0,15/01/2024 11:26
3522,310,6,1,4.61,Credit Card,Online,,0,0,16/01/2024 9:57
693,116,6,1,4.98,Credit Card,Online,,0,0,16/01/2024 15:52
1228,155,6,1,3.12,Credit Card,Online,,0,0,17/01/2024 10:46
2905,602,6,1,6.88,Credit Card,Online,,0,0,17/01/2024 13:52
2580,227,6,1,6.97,Credit Card,Online,,0,0,19/01/2024 15:07
5341,170,6,1,4.83,Credit Card,Online,,0,0,21/01/2024 13:11
4788,472,6,1,7.68,Credit Card,Online,,0,0,23/01/2024 12:29
3123,116,6,1,2.26,Credit Card,Online,,0,0,25/01/2024 13:57
3983,403,6,1,5.72,Credit Card,Online,,0,0,27/01/2024 12:44
999,104,6,1,3.21,Credit Card,Online,,0,0,27/01/2024 16:14
1081,526,6,1,3.29,Credit Card,Online,,0,0,28/01/2024 11:11
10566,482,6,1,2.79,Credit Card,Online,,0,0,28/01/2024 14:08
10604,511,6,1,9.11,Credit Card,Online,,0,0,28/01/2024 14:14
9625,593,6,1,4.85,Credit Card,Online,,0,0,28/01/2024 10:14
10946,130,6,1,8.4,Credit Card,Online,,0,0,29/01/2024 14:13
10873,416,6,1,5.07,Credit Card,Online,,0,0,29/01/2024 13:35
3597,645,6,1,5.39,Credit Card,Online,,0,0,29/01/2024 11:37
1262,593,6,1,6.02,Credit Card,Online,,0,0,30/01/2024 14:08
5921,216,6,1,5.16,Credit Card,Online,,0,0,30/01/2024 14:09
6054,582,6,1,3,Credit Card,Online,,0,0,31/01/2024 11:15
3094,627,6,1,3.55,Credit Card,Online,,0,0,31/01/2024 10:16
641,610,6,1,2.6,Credit Card,Online,,0,0,03/02/2024 9:14
3395,164,6,1,6.09,Credit Card,Online,,0,0,04/02/2024 12:07
6566,177,6,1,4.28,Credit Card,Online,,0,0,04/02/2024 13:21
9618,655,6,1,5.08,Credit Card,Online,,0,0,04/02/2024 12:14
8537,245,6,1,6.35,Credit Card,Online,,0,0,09/02/2024 10:29
2789,398,6,1,4.63,Credit Card,Online,,0,0,10/02/2024 10:28
6388,243,6,1,4.27,Credit Card,Online,,0,0,13/02/2024 15:13
6654,459,6,1,5.65,Credit Card,Online,,0,0,14/02/2024 16:38
2819,127,6,1,3.75,Credit Card,Online,,0,0,14/02/2024 11:57
2703,189,6,1,9.02,Credit Card,Online,,0,0,14/02/2024 11:47
511,194,6,1,4.61,Credit Card,Online,,0,0,14/02/2024 16:47
8545,120,6,1,5.25,Credit Card,Online,,0,0,17/02/2024 12:26
7820,302,6,1,3.77,Credit Card,Online,,0,0,18/02/2024 15:04
238,405,6,1,4.35,Credit Card,Online,,0,0,18/02/2024 11:43
106,480,6,1,5.4,Credit Card,Online,,0,0,20/02/2024 14:33
6577,457,6,1,4.51,Credit Card,Online,,0,0,21/02/2024 11:40
8294,395,6,1,3.8,Credit Card,Online,,0,0,22/02/2024 13:35
9387,664,6,1,1.87,Credit Card,Online,,0,0,22/02/2024 13:47
8106,509,6,1,4.43,Credit Card,Online,,0,0,23/02/2024 15:09
9982,444,6,1,2.39,Credit Card,Online,,0,0,26/02/2024 9:22
1010,291,6,1,4.96,Credit Card,Online,,0,0,26/02/2024 12:56
189,276,6,1,4.83,Credit Card,Online,,0,0,27/02/2024 15:15
1839,337,6,1,2.4,Credit Card,Online,,0,0,02/03/2024 10:00
8167,152,6,1,4.91,Credit Card,Online,,0,0,03/03/2024 11:57
7258,442,6,1,5.18,Credit Card,Online,,0,0,03/03/2024 13:00
10539,645,6,1,5.96,Credit Card,Online,,0,0,05/03/2024 16:21
1500,525,6,1,2.76,Credit Card,Online,,0,0,07/03/2024 10:09
9384,382,6,1,1.97,Credit Card,Online,,0,0,07/03/2024 11:11
3222,505,6,1,3.78,Credit Card,Online,,0,0,09/03/2024 13:39
9770,223,6,1,6.8,Credit Card,Online,,0,0,11/03/2024 15:27
7797,546,6,1,4.64,Credit Card,Online,,0,0,12/03/2024 10:16
6409,227,6,1,5.05,Credit Card,Online,,0,0,14/03/2024 10:12
1666,659,6,1,6.95,Credit Card,Online,,0,0,14/03/2024 16:41
10178,663,6,1,3.67,Credit Card,Online,,0,0,14/03/2024 14:28
1187,317,6,1,5.17,Credit Card,Online,,0,0,15/03/2024 9:51
6061,166,6,1,2.57,Credit Card,Online,,0,0,17/03/2024 9:56
5734,543,6,1,4.69,Credit Card,Online,,0,0,17/03/2024 9:09
9260,309,6,1,3.9,Credit Card,Online,,0,0,19/03/2024 12:41
8766,376,6,1,6.93,Credit Card,Online,,0,0,22/03/2024 12:15
4480,507,6,1,5.08,Credit Card,Online,,0,0,23/03/2024 13:20
6604,663,6,1,2.56,Credit Card,Online,,0,0,25/03/2024 10:26
3813,600,6,1,4.28,Credit Card,Online,,0,0,26/03/2024 11:06
7357,135,6,1,6.12,Credit Card,Online,,0,0,27/03/2024 10:27
1424,544,6,1,2.18,Credit Card,Online,,0,0,27/03/2024 9:47
4153,484,6,1,6.7,Credit Card,Online,,0,0,27/03/2024 11:02
4835,206,6,1,2.25,Credit Card,Online,,0,0,28/03/2024 10:28
4804,707,6,1,3.75,Credit Card,Online,,0,0,29/03/2024 12:53
10189,340,6,1,1.89,Credit Card,Online,,0,0,31/03/2024 16:16
4074,443,6,1,5.75,Credit Card,Online,,0,0,01/04/2024 15:59
2153,319,6,1,3.68,Credit Card,Online,,0,0,03/04/2024 9:19
468,116,6,1,4.35,Credit Card,Online,,0,0,03/04/2024 13:37
9218,278,6,1,3.75,Credit Card,Online,,0,0,05/04/2024 11:34
978,577,6,1,3.32,Credit Card,Online,,0,0,08/04/2024 9:26
5688,373,6,1,1.83,Credit Card,Online,,0,0,08/04/2024 10:04
3661,657,6,1,1.8,Credit Card,Online,,0,0,09/04/2024 14:03
7065,477,6,1,2.72,Credit Card,Online,,0,0,10/04/2024 16:36
4437,189,6,1,4.4,Credit Card,Online,,0,0,10/04/2024 11:22
9425,237,6,1,3.33,Credit Card,Online,,0,0,10/04/2024 13:16
8334,360,6,1,4.67,Credit Card,Online,,0,0,10/04/2024 15:05
4973,541,6,1,3.21,Credit Card,Online,,0,0,11/04/2024 14:54
10557,526,6,1,2.72,Credit Card,Online,,0,0,13/04/2024 15:58
1501,489,6,1,3.23,Credit Card,Online,,0,0,13/04/2024 11:34
10999,630,6,1,3.87,Credit Card,Online,,0,0,14/04/2024 12:05
9057,514,6,1,5.09,Credit Card,Online,,0,0,15/04/2024 13:45
6099,560,6,1,3.51,Credit Card,Online,,0,0,15/04/2024 13:30
9803,501,6,1,8.43,Credit Card,Online,,0,0,15/04/2024 12:24
2425,432,6,1,6.54,Credit Card,Online,,0,0,16/04/2024 14:25
2637,443,6,1,7.71,Credit Card,Online,,0,0,18/04/2024 15:35
849,325,6,1,6.62,Credit Card,Online,,0,0,19/04/2024 15:28
10905,533,6,1,2.64,Credit Card,Online,,0,0,21/04/2024 10:24
6315,561,6,1,4.82,Credit Card,Online,,0,0,21/04/2024 11:07
1189,369,6,1,2.3,Credit Card,Online,,0,0,22/04/2024 11:47
6664,381,6,1,2.41,Credit Card,Online,,0,0,25/04/2024 11:43
6218,158,6,1,8.36,Credit Card,Online,,0,0,25/04/2024 14:05
8632,523,6,1,5.33,Credit Card,Online,,0,0,26/04/2024 16:22
2565,221,6,1,4.85,Credit Card,Online,,0,0,28/04/2024 16:20
876,414,6,1,4.26,Credit Card,Online,,0,0,29/04/2024 14:08
6014,575,6,1,4.65,Credit Card,Online,,0,0,07/05/2024 14:10
1878,135,6,1,4.54,Credit Card,Online,,0,0,07/05/2024 11:27
2689,262,6,1,8.72,Credit Card,Online,,0,0,08/05/2024 11:08
3014,248,6,1,3.6,Credit Card,Online,,0,0,09/05/2024 9:12
7605,343,6,1,2.19,Credit Card,Online,,0,0,11/05/2024 12:08
8023,462,6,1,8.9,Credit Card,Online,,0,0,12/05/2024 15:07
7306,465,6,1,8.39,Credit Card,Online,,0,0,12/05/2024 11:25
1489,306,6,1,4.77,Credit Card,Online,,0,0,12/05/2024 13:33
3554,472,6,1,4.99,Credit Card,Online,,0,0,16/05/2024 11:49
6501,500,6,1,3.69,Credit Card,Online,,0,0,16/05/2024 14:54
10457,529,6,1,5.15,Credit Card,Online,,0,0,16/05/2024 12:40
5547,692,6,1,3.43,Credit Card,Online,,0,0,16/05/2024 11:03
7471,375,6,1,3.43,Credit Card,Online,,0,0,17/05/2024 15:29
8621,586,6,1,4.45,Credit Card,Online,,0,0,19/05/2024 16:00
5113,212,6,1,4.18,Credit Card,Online,,0,0,25/05/2024 15:28
9860,444,6,1,3.61,Credit Card,Online,,0,0,25/05/2024 10:37
10110,341,6,1,2.67,Credit Card,Online,,0,0,26/05/2024 13:13
4035,660,6,1,5.28,Credit Card,Online,,0,0,30/05/2024 15:34
2262,310,6,1,6.38,Credit Card,Online,,0,0,01/06/2024 13:22
8797,404,6,1,2.69,Credit Card,Online,,0,0,03/06/2024 15:28
5901,402,6,1,8.14,Credit Card,Online,,0,0,03/06/2024 12:31
1604,396,6,1,5.15,Credit Card,Online,,0,0,05/06/2024 14:16
9710,481,6,1,6.51,Credit Card,Online,,0,0,06/06/2024 14:18
5097,472,6,1,4.48,Credit Card,Online,,0,0,07/06/2024 15:37
5853,308,6,1,4.56,Credit Card,Online,,0,0,08/06/2024 10:18
7376,688,6,1,7.99,Credit Card,Online,,0,0,08/06/2024 10:51
1603,246,6,1,3.98,Credit Card,Online,,0,0,09/06/2024 10:00
5753,696,6,1,2.56,Credit Card,Online,,0,0,09/06/2024 12:42
5153,548,6,1,3.65,Credit Card,Online,,0,0,11/06/2024 11:46
3087,687,6,1,4.57,Credit Card,Online,,0,0,15/06/2024 9:42
3256,114,6,1,2.66,Credit Card,Online,,0,0,16/06/2024 13:08
6462,202,6,1,4.49,Credit Card,Online,,0,0,17/06/2024 12:21
6414,470,6,1,6.37,Credit Card,Online,,0,0,19/06/2024 16:32
10547,598,6,1,4.3,Credit Card,Online,,0,0,23/06/2024 15:28
9370,102,6,1,3.05,Credit Card,Online,,0,0,24/06/2024 9:25
316,108,6,1,4.76,Credit Card,Online,,0,0,01/07/2024 11:20
9897,143,6,1,2.4,Credit Card,Online,,0,0,01/07/2024 13:36
7712,195,6,1,5.28,Credit Card,Online,,0,0,01/07/2024 9:09
2122,174,6,1,4.15,Credit Card,Online,,0,0,01/07/2024 9:17
10491,235,6,1,4.67,Credit Card,Online,,0,0,08/07/2024 15:10
3798,512,6,1,8.53,Credit Card,Online,,0,0,15/07/2024 11:40
4695,213,6,1,4.75,Mobile Pay,Online,,0,0,02/12/2023 14:32
1528,678,6,1,2.57,Mobile Pay,Online,,0,0,02/12/2023 9:02
1105,104,6,1,4.43,Mobile Pay,Online,,0,0,02/12/2023 12:35
9766,620,6,1,5.96,Mobile Pay,Online,,0,0,03/12/2023 16:41
5515,491,6,1,8.27,Mobile Pay,Online,,0,0,05/12/2023 13:08
6421,245,6,1,4.1,Mobile Pay,Online,,0,0,06/12/2023 16:50
2178,194,6,1,2.93,Mobile Pay,Online,,0,0,07/12/2023 13:42
2794,470,6,1,4.65,Mobile Pay,Online,,0,0,07/12/2023 16:37
10731,439,6,1,4.46,Mobile Pay,Online,,0,0,08/12/2023 10:38
770,434,6,1,5.36,Mobile Pay,Online,,0,0,11/12/2023 9:48
3987,709,6,1,3.99,Mobile Pay,Online,,0,0,12/12/2023 12:55
10212,500,6,1,3.93,Mobile Pay,Online,,0,0,17/12/2023 11:38
4040,140,6,1,2.56,Mobile Pay,Online,,0,0,18/12/2023 14:41
7887,607,6,1,7.14,Mobile Pay,Online,,0,0,18/12/2023 16:21
6648,591,6,1,2.04,Mobile Pay,Online,,0,0,19/12/2023 11:11
8687,658,6,1,5,Mobile Pay,Online,,0,0,20/12/2023 9:13
7595,317,6,1,5.81,Mobile Pay,Online,,0,0,29/12/2023 15:16
2160,138,6,1,6.15,Mobile Pay,Online,,0,0,29/12/2023 16:26
6402,345,6,1,8.15,Mobile Pay,Online,,0,0,29/12/2023 13:36
8322,238,6,1,3.87,Mobile Pay,Online,,0,0,31/12/2023 13:26
7213,680,6,1,3.38,Mobile Pay,Online,,0,0,31/12/2023 13:29
4346,544,6,1,3.56,Mobile Pay,Online,,0,0,03/01/2024 12:22
4761,170,6,1,6.66,Mobile Pay,Online,,0,0,03/01/2024 14:03
1532,232,6,1,8.83,Mobile Pay,Online,,0,0,04/01/2024 13:18
8550,230,6,1,4.35,Mobile Pay,Online,,0,0,05/01/2024 14:54
3804,275,6,1,6.11,Mobile Pay,Online,,0,0,05/01/2024 15:42
3849,480,6,1,4.64,Mobile Pay,Online,,0,0,07/01/2024 10:51
4088,482,6,1,4.42,Mobile Pay,Online,,0,0,09/01/2024 11:10
7795,571,6,1,5.43,Mobile Pay,Online,,0,0,10/01/2024 16:02
4951,131,6,1,2.77,Mobile Pay,Online,,0,0,11/01/2024 9:19
8442,321,6,1,3.59,Mobile Pay,Online,,0,0,11/01/2024 9:49
4379,386,6,1,3.88,Mobile Pay,Online,,0,0,13/01/2024 12:18
9898,181,6,1,4.45,Mobile Pay,Online,,0,0,13/01/2024 15:58
1690,163,6,1,3.77,Mobile Pay,Online,,0,0,13/01/2024 9:20
10906,574,6,1,8.97,Mobile Pay,Online,,0,0,19/01/2024 15:49
9366,326,6,1,7.85,Mobile Pay,Online,,0,0,19/01/2024 10:24
2360,427,6,1,7.79,Mobile Pay,Online,,0,0,19/01/2024 13:29
5177,558,6,1,5.57,Mobile Pay,Online,,0,0,20/01/2024 16:41
5137,403,6,1,4.95,Mobile Pay,Online,,0,0,21/01/2024 16:33
2399,288,6,1,2.58,Mobile Pay,Online,,0,0,21/01/2024 15:44
683,298,6,1,2.56,Mobile Pay,Online,,0,0,21/01/2024 14:59
4567,612,6,1,7.21,Mobile Pay,Online,,0,0,22/01/2024 13:50
5711,199,6,1,1.8,Mobile Pay,Online,,0,0,28/01/2024 11:05
4223,636,6,1,2.84,Mobile Pay,Online,,0,0,28/01/2024 12:44
9041,236,6,1,6.31,Mobile Pay,Online,,0,0,29/01/2024 10:35
5406,197,6,1,3.78,Mobile Pay,Online,,0,0,30/01/2024 14:47
407,487,6,1,6.36,Mobile Pay,Online,,0,0,01/02/2024 13:37
10312,585,6,1,5.13,Mobile Pay,Online,,0,0,01/02/2024 14:31
2485,559,6,1,5.84,Mobile Pay,Online,,0,0,01/02/2024 16:04
3475,679,6,1,5.63,Mobile Pay,Online,,0,0,03/02/2024 15:17
2609,626,6,1,3.93,Mobile Pay,Online,,0,0,04/02/2024 13:27
10663,108,6,1,6.3,Mobile Pay,Online,,0,0,08/02/2024 16:57
